isbn,feature
0425183467,"[-0.8279787  -0.30297795  0.38724166 ... -0.5443953  -0.4846659
  0.4853188 ]"
972210277X,"[-0.88778096 -0.21887882 -0.58768445 ... -0.5615101  -0.4743888
  0.5031157 ]"
0553131192,"[-0.8152888  -0.35748458 -0.11624257 ... -0.49204063 -0.46570975
  0.5246827 ]"
0446610801,"[-0.84821373 -0.3202659   0.20654504 ... -0.5789285  -0.4854476
  0.53004473]"
1931499209,"[-0.93126845 -0.6230172  -0.9048995  ... -0.5213858  -0.43189853
  0.48775446]"
9505156944,"[-0.7874461  -0.24714766 -0.22241221 ... -0.54984415 -0.46712795
  0.49404174]"
0345376048,"[-0.9276854  -0.5008636  -0.8855581  ... -0.58731663 -0.49116784
  0.49649563]"
0486411435,"[-0.748344   -0.33540994  0.22690849 ... -0.5715631  -0.46387953
  0.49716848]"
0743250109,"[-0.82123935 -0.32635346  0.23975083 ... -0.5615101  -0.4743888
  0.5031157 ]"
0813315158,"[-0.35203043 -0.38531262 -0.9025181  ... -0.04603468 -0.4035997
  0.5536485 ]"
0316288764,"[-0.88602537 -0.4335814  -0.6949005  ... -0.34165424 -0.4330202
  0.5246939 ]"
041592510X,"[-0.90299237 -0.468778   -0.730116   ... -0.5783713  -0.45504823
  0.47105306]"
0595263127,"[-0.8131173  -0.30879804 -0.09899606 ... -0.53113914 -0.4401348
  0.47272828]"
0395924944,"[-0.870386   -0.5758975  -0.9439277  ... -0.54177934 -0.46412575
  0.46355906]"
0743204107,"[-0.94472516 -0.500727   -0.78088516 ... -0.46933448 -0.43552983
  0.48671606]"
3499100045,"[-0.9346222  -0.5477053  -0.606355   ... -0.46933448 -0.43552983
  0.48671606]"
0813328454,"[-0.8391061  -0.5295099  -0.9062695  ... -0.04603468 -0.4035997
  0.5536485 ]"
039471752X,"[-0.8344195  -0.24515134  0.19261211 ... -0.46933448 -0.43552983
  0.48671606]"
0375724672,"[-0.9282908  -0.57963467 -0.92140406 ... -0.5432278  -0.4462272
  0.4748135 ]"
0380627035,"[-0.77300715 -0.2302754   0.29348353 ... -0.46933448 -0.43552983
  0.48671606]"
0826319688,"[-0.8757291  -0.42359057 -0.4722528  ... -0.5198706  -0.46459875
  0.5096375 ]"
0310249171,"[-0.8765144  -0.26896527  0.09343787 ... -0.46933448 -0.43552983
  0.48671606]"
0061043540,"[-0.775468   -0.19949053  0.23602843 ... -0.54384834 -0.47100672
  0.5217349 ]"
0553378570,"[-0.88824004 -0.30355057 -0.24425644 ... -0.58630514 -0.4858916
  0.49609953]"
0060197005,"[-0.8823688  -0.49134162 -0.5871547  ... -0.52574384 -0.43766257
  0.47331983]"
0192815962,"[-0.7092354  -0.18370017  0.21544349 ... -0.5615101  -0.4743888
  0.5031157 ]"
0440224802,"[-0.8830053  -0.42880195 -0.6646765  ... -0.54384834 -0.47100672
  0.5217349 ]"
0446605506,"[-0.8210367  -0.407978   -0.69102323 ... -0.54384834 -0.47100672
  0.5217349 ]"
042518000X,"[-0.8784679  -0.4707431  -0.80830103 ... -0.54384834 -0.47100672
  0.5217349 ]"
0345345304,"[-0.84968925 -0.29785618 -0.16817679 ... -0.54384834 -0.47100672
  0.5217349 ]"
0806525908,"[-0.8419493  -0.28000045  0.19955163 ... -0.49204063 -0.46570975
  0.5246827 ]"
0020288905,"[-0.8411294  -0.3260782  -0.44978684 ... -0.04603468 -0.4035997
  0.5536485 ]"
0140151028,"[-0.9034054  -0.4046459  -0.5431145  ... -0.4027456  -0.43505603
  0.5190861 ]"
091912304X,"[-0.8728371  -0.43391013 -0.9294384  ... -0.547021   -0.4464965
  0.437852  ]"
0787965413,"[-0.88160527 -0.4208311  -0.40638205 ... -0.04603468 -0.4035997
  0.5536485 ]"
1559705841,"[-0.8713342  -0.43526584 -0.8339904  ... -0.5649154  -0.47818217
  0.5126288 ]"
0263823253,"[-0.8401781  -0.31998685  0.19663106 ... -0.56497514 -0.47539926
  0.52548456]"
1857997492,"[-0.9005034  -0.4675431  -0.7659122  ... -0.5495989  -0.46044135
  0.48820615]"
2842612132,"[-0.7423539  -0.31928936 -0.32091787 ... -0.46933448 -0.43552983
  0.48671606]"
0312168187,"[-0.9006245  -0.40039587 -0.5350734  ... -0.55188686 -0.47259745
  0.46036643]"
0671871501,"[-0.88055843 -0.46505418 -0.85104483 ... -0.46933448 -0.43552983
  0.48671606]"
0525945962,[-0.8833457 -0.5367621 -0.8299864 ... -0.569208  -0.4640282  0.4805581]
2264018941,"[-0.8406994  -0.39495447 -0.29068077 ... -0.46933448 -0.43552983
  0.48671606]"
0345323440,"[-0.8703786  -0.2661213  -0.12312241 ... -0.51647323 -0.43499112
  0.49718618]"
2070419673,"[-0.80034524 -0.21524791  0.3782272  ... -0.58630514 -0.4858916
  0.49609953]"
0452279488,"[-0.7982091  -0.25140265  0.40973845 ... -0.5615101  -0.4743888
  0.5031157 ]"
2746701677,"[-0.7934412  -0.32817304 -0.07117908 ... -0.5768424  -0.47848636
  0.48188362]"
0912670665,"[-0.8537619  -0.5057748  -0.8946289  ... -0.4027456  -0.43505603
  0.5190861 ]"
2070401189,"[-0.77171123 -0.31495902 -0.31487983 ... -0.46933448 -0.43552983
  0.48671606]"
2253057525,"[-0.72489315 -0.24019887 -0.00948808 ... -0.46933448 -0.43552983
  0.48671606]"
2070298701,"[-0.92294437 -0.5724075  -0.81855905 ... -0.52574384 -0.43766257
  0.47331983]"
2259191630,"[-0.877029   -0.52126664 -0.8189959  ... -0.51007897 -0.4466075
  0.4649792 ]"
0679000437,"[-0.89767426 -0.3873506  -0.78730094 ... -0.47133166 -0.46004167
  0.5322307 ]"
2070585719,"[-0.80166215 -0.25159588 -0.07759819 ... -0.4027456  -0.43505603
  0.5190861 ]"
0807824437,"[-0.95022464 -0.5676014  -0.86792845 ... -0.56671846 -0.4690712
  0.46486843]"
0195035739,"[-0.91686577 -0.74196255 -0.9918767  ... -0.04603468 -0.4035997
  0.5536485 ]"
1552976599,"[-0.90882593 -0.47515365 -0.6181945  ... -0.5690716  -0.48080376
  0.46402815]"
2290313734,"[-0.9329939  -0.4493843  -0.6545879  ... -0.4027456  -0.43505603
  0.5190861 ]"
2842054083,"[-0.8983493  -0.43105274 -0.5602389  ... -0.46933448 -0.43552983
  0.48671606]"
0861711505,"[-0.66000307 -0.43733498 -0.71087307 ... -0.55631304 -0.44087178
  0.44775075]"
0446908045,"[-0.8726188  -0.37415877 -0.8540268  ... -0.5500408  -0.4691263
  0.5238743 ]"
2228897337,"[-0.81356066 -0.32234406 -0.5288342  ... -0.55265254 -0.44562423
  0.4961426 ]"
0060182563,"[-0.82203424 -0.5753025  -0.85479397 ... -0.5054487  -0.45430103
  0.52125025]"
0679454292,"[-0.8545306  -0.4062184  -0.6827985  ... -0.54384834 -0.47100672
  0.5217349 ]"
0151620865,"[-0.83713746 -0.5096454  -0.8371404  ... -0.512617   -0.44719544
  0.4810125 ]"
2290314471,"[-0.8652356  -0.34085616 -0.60529023 ... -0.46933448 -0.43552983
  0.48671606]"
0451146360,"[-0.9118943  -0.3853123  -0.60693127 ... -0.49204063 -0.46570975
  0.5246827 ]"
0140295356,"[-0.8015274  -0.21447492  0.01853338 ... -0.5253213  -0.43883535
  0.5030329 ]"
2070427641,"[-0.82144684 -0.3819459  -0.64641315 ... -0.5213858  -0.43189853
  0.48775446]"
0609807145,"[-0.86116296 -0.28665912  0.1549405  ... -0.55733573 -0.46065396
  0.44544813]"
2869305699,"[-0.8908864  -0.46563432 -0.8682022  ... -0.46933448 -0.43552983
  0.48671606]"
0312983816,"[-0.93198586 -0.38272947 -0.6800038  ... -0.54384834 -0.47100672
  0.5217349 ]"
2266122363,"[-0.8022969  -0.440978   -0.21073397 ... -0.46933448 -0.43552983
  0.48671606]"
0486275507,"[-0.851696   -0.39205748 -0.7382581  ... -0.4027456  -0.43505603
  0.5190861 ]"
057114098X,"[-0.9235565  -0.43343058 -0.50761145 ... -0.4027456  -0.43505603
  0.5190861 ]"
0684801515,"[-0.8853383  -0.36939567 -0.6288012  ... -0.4027456  -0.43505603
  0.5190861 ]"
0140250395,"[-0.7163547  -0.1863998   0.4911315  ... -0.46933448 -0.43552983
  0.48671606]"
038572070X,"[-0.9200425  -0.5754096  -0.9246719  ... -0.43249318 -0.4605008
  0.5396396 ]"
0792280105,"[-0.90036905 -0.419785   -0.87608206 ... -0.5690716  -0.48080376
  0.46402815]"
0684814463,"[-0.91861576 -0.4034695  -0.80200297 ... -0.5290406  -0.46186033
  0.46578467]"
0066210658,"[-0.9113103  -0.330938   -0.5887665  ... -0.49680525 -0.42089686
  0.4362986 ]"
0226808300,"[-0.73465514 -0.06794432 -0.19717981 ... -0.42104718 -0.45785305
  0.5099566 ]"
0618246932,"[-0.91787326 -0.4815191  -0.7668151  ... -0.4027456  -0.43505603
  0.5190861 ]"
0743442687,"[-0.9369944  -0.47622102 -0.88650614 ... -0.58256376 -0.47014865
  0.47460595]"
0061051489,"[-0.7571416  -0.55092466 -0.9762044  ... -0.4489938  -0.4377583
  0.5339427 ]"
0201409178,"[-0.8780108  -0.51701486 -0.71232617 ... -0.04603468 -0.4035997
  0.5536485 ]"
0195091477,"[-0.9066032  -0.49275944 -0.75448513 ... -0.5649154  -0.47818217
  0.5126288 ]"
0517163187,"[-0.7995627  -0.11687696  0.21349695 ... -0.39834562 -0.41827703
  0.494581  ]"
0891060715,"[-0.8868542  -0.5360945  -0.94413966 ... -0.4027456  -0.43505603
  0.5190861 ]"
0761128255,"[-0.91030526 -0.363108   -0.45245776 ... -0.40568334 -0.38126728
  0.46212384]"
0393009599,"[-0.8937896  -0.31195316 -0.16841844 ... -0.46933448 -0.43552983
  0.48671606]"
0380759853,"[-0.7707368  -0.42995018 -0.8953016  ... -0.4551339  -0.4195797
  0.5123444 ]"
0060972084,"[-0.8921306  -0.38129768 -0.36537674 ... -0.46933448 -0.43552983
  0.48671606]"
093755202X,"[-0.7986166  -0.4064026  -0.69565487 ... -0.39834562 -0.41827703
  0.494581  ]"
0440178592,"[-0.7680491  -0.16425478  0.2776507  ... -0.04603468 -0.4035997
  0.5536485 ]"
0671799312,"[-0.89603    -0.35296538 -0.5081909  ... -0.04603468 -0.4035997
  0.5536485 ]"
0425183181,"[-0.8069432  -0.14756906  0.45719048 ... -0.58738554 -0.4986829
  0.5338347 ]"
0516277715,"[-0.8197961  -0.28806916  0.09836246 ... -0.04603468 -0.4035997
  0.5536485 ]"
0553258478,"[-0.86420304 -0.5603276  -0.61613625 ... -0.52574384 -0.43766257
  0.47331983]"
0679407596,"[-0.83422065 -0.34250098 -0.79424417 ... -0.5627476  -0.4618533
  0.4754266 ]"
0910937044,"[-0.87036276 -0.513763   -0.85434556 ... -0.55990624 -0.45679745
  0.4641551 ]"
0451527623,"[-0.9048209  -0.42709276 -0.6318098  ... -0.52574384 -0.43766257
  0.47331983]"
0451450140,"[-0.78018105 -0.2164484   0.48097584 ... -0.5709141  -0.47523037
  0.49991134]"
0848805526,"[-0.9243561  -0.455026   -0.85988086 ... -0.06591122 -0.38135746
  0.53054136]"
0394178009,"[-0.66551834 -0.344483    0.34388462 ... -0.46933448 -0.43552983
  0.48671606]"
0877739145,"[-0.8226388  -0.19333409  0.06185145 ... -0.5545631  -0.48273367
  0.46546924]"
0140187758,"[-0.8697371  -0.26338917  0.11684851 ... -0.52574384 -0.43766257
  0.47331983]"
0671619772,"[-0.84371465 -0.3806397  -0.5794627  ... -0.46933448 -0.43552983
  0.48671606]"
0316152447,"[-0.8970418  -0.36130145 -0.7044962  ... -0.54384834 -0.47100672
  0.5217349 ]"
0451200950,"[-0.9265897  -0.4300505  -0.38401267 ... -0.54904497 -0.44945738
  0.49237296]"
0865473927,"[-0.7621395  -0.18929209  0.4762012  ... -0.45654225 -0.43221483
  0.4530258 ]"
0380703882,"[-0.6732104  -0.10637462  0.8232081  ... -0.06591122 -0.38135746
  0.53054136]"
0399138722,"[-0.79313755 -0.19778548  0.4253425  ... -0.5715631  -0.46387953
  0.49716848]"
0300001762,"[-0.916924   -0.5021252  -0.7137993  ... -0.4027456  -0.43505603
  0.5190861 ]"
0671656090,"[-0.9096258  -0.48577458 -0.9059174  ... -0.52866673 -0.43686965
  0.49155256]"
0140440933,"[-0.9474673  -0.4392777  -0.87305576 ... -0.4027456  -0.43505603
  0.5190861 ]"
0517595761,"[-0.8355358  -0.3301021  -0.08918259 ... -0.54384834 -0.47100672
  0.5217349 ]"
0449003299,"[-0.8807632  -0.37947497 -0.28383887 ... -0.54384834 -0.47100672
  0.5217349 ]"
0140252622,"[-0.89494056 -0.38083333 -0.46644843 ... -0.46933448 -0.43552983
  0.48671606]"
1568952996,"[-0.88901794 -0.3670285  -0.6561155  ... -0.56497514 -0.47539926
  0.52548456]"
1582343292,"[-0.8038607  -0.28523347 -0.5692443  ... -0.4027456  -0.43505603
  0.5190861 ]"
157322099X,"[-0.8768473  -0.35358796 -0.30114454 ... -0.5054487  -0.45430103
  0.52125025]"
047109675X,"[-0.9176696  -0.53296655 -0.9460866  ... -0.43249318 -0.4605008
  0.5396396 ]"
0140115854,"[-0.9221611  -0.39809674 -0.50019544 ... -0.46933448 -0.43552983
  0.48671606]"
0375407251,"[-0.8676125  -0.38317257 -0.7923706  ... -0.54399216 -0.4682805
  0.49234053]"
0451525949,"[-0.88621265 -0.49825558 -0.8689584  ... -0.52574384 -0.43766257
  0.47331983]"
0306807971,"[-0.8246263  -0.39668906 -0.45920897 ... -0.5636209  -0.4672504
  0.456509  ]"
1882591054,"[-0.87241143 -0.31315115 -0.57450294 ... -0.512617   -0.44719544
  0.4810125 ]"
0380711141,"[-0.866225   -0.24656266  0.03155506 ... -0.52302885 -0.43453783
  0.43077412]"
0441005934,"[-0.8736262  -0.39741132 -0.24126926 ... -0.52866673 -0.43686965
  0.49155256]"
0452280818,"[-0.86983144 -0.40481323 -0.19570239 ... -0.49204063 -0.46570975
  0.5246827 ]"
0451197909,"[-0.9297132  -0.4309887  -0.3859509  ... -0.56497514 -0.47539926
  0.52548456]"
031239019X,"[-0.87457865 -0.4575992  -0.7712141  ... -0.5637884  -0.44630468
  0.505395  ]"
0486411176,"[-0.9085409  -0.3274603  -0.24983463 ... -0.4027456  -0.43505603
  0.5190861 ]"
0750927720,"[-0.88298887 -0.58896583 -0.87577933 ... -0.5635676  -0.45373318
  0.42237556]"
1586634127,"[-0.8453062  -0.24298847  0.61954254 ... -0.4027456  -0.43505603
  0.5190861 ]"
0060183713,"[-0.9050351  -0.34107843 -0.31757343 ... -0.45654225 -0.43221483
  0.4530258 ]"
1579900291,"[-0.72066563 -0.44273183 -0.663832   ... -0.5213858  -0.43189853
  0.48775446]"
0312146167,"[-0.8873487  -0.6298492  -0.94946325 ... -0.569208   -0.4640282
  0.4805581 ]"
0471306061,"[-0.9132467  -0.3971211  -0.731725   ... -0.5771889  -0.46267644
  0.4892735 ]"
0689846843,"[-0.8767813  -0.43358064 -0.7180393  ... -0.24405736 -0.44187877
  0.5185339 ]"
0553052543,"[-0.8749234  -0.57337797 -0.92350894 ... -0.41409492 -0.39278486
  0.43285424]"
1565121317,"[-0.874098   -0.40914544 -0.61497116 ... -0.46933448 -0.43552983
  0.48671606]"
0679733973,"[-0.76646364 -0.21780755  0.29724663 ... -0.5737429  -0.4966974
  0.51073563]"
0395875951,"[-0.6510298  -0.19008824  0.54326475 ... -0.46933448 -0.43552983
  0.48671606]"
2070496546,"[-0.82347375 -0.3629125  -0.41449606 ... -0.54384834 -0.47100672
  0.5217349 ]"
0140265155,"[-0.8584338  -0.30449092  0.12939018 ... -0.52574384 -0.43766257
  0.47331983]"
014230199X,"[-0.77544403 -0.3235673  -0.05653812 ... -0.44792327 -0.48168635
  0.48911062]"
0060195231,"[-0.9084627  -0.55102026 -0.9019045  ... -0.559687   -0.4753808
  0.45219567]"
0312203365,"[-0.8756459  -0.34604132  0.01075531 ... -0.5749034  -0.49800554
  0.47166407]"
0425162990,"[-0.93038297 -0.39121768 -0.59561354 ... -0.54384834 -0.47100672
  0.5217349 ]"
2869301189,"[-0.8767146  -0.3778993  -0.30234686 ... -0.54384834 -0.47100672
  0.5217349 ]"
0312969171,"[-0.84242773 -0.42163587 -0.6058822  ... -0.04603468 -0.4035997
  0.5536485 ]"
0345432991,"[-0.784369   -0.29471314 -0.019058   ... -0.04603468 -0.4035997
  0.5536485 ]"
157120153X,"[-0.87601644 -0.6758255  -0.98774457 ... -0.547945   -0.40824857
  0.38594633]"
0312956207,"[-0.7553582  -0.29145917 -0.10229132 ... -0.06591122 -0.38135746
  0.53054136]"
096092261X,"[-0.91853493 -0.35700548 -0.46908242 ... -0.48574767 -0.41232547
  0.44782576]"
0684845989,"[-0.74428487 -0.36925358 -0.9375507  ... -0.04603468 -0.4035997
  0.5536485 ]"
0060973595,"[-0.7407235  -0.23031752  0.43176144 ... -0.46933448 -0.43552983
  0.48671606]"
0875162592,"[-0.78588104 -0.17636904  0.6181445  ... -0.512617   -0.44719544
  0.4810125 ]"
1573220310,"[-0.72656846 -0.18193449  0.5224847  ... -0.4027456  -0.43505603
  0.5190861 ]"
0618258108,"[-0.85274786 -0.33762205 -0.6371874  ... -0.4027456  -0.43505603
  0.5190861 ]"
1929001002,"[-0.86400175 -0.25959903 -0.24781764 ... -0.4027456  -0.43505603
  0.5190861 ]"
094557553X,"[-0.80256826 -0.40823582 -0.01949434 ... -0.46933448 -0.43552983
  0.48671606]"
1559724579,"[-0.8645188  -0.5647329  -0.88293844 ... -0.04603468 -0.4035997
  0.5536485 ]"
0394424379,"[-0.8810843  -0.4251255  -0.6589554  ... -0.53238994 -0.4543269
  0.47801608]"
0571172539,"[-0.8357817  -0.21003225 -0.09728693 ... -0.54384834 -0.47100672
  0.5217349 ]"
1565121368,"[-0.87783164 -0.2994458   0.07512546 ... -0.46933448 -0.43552983
  0.48671606]"
0679426620,"[-0.8907338  -0.30387545 -0.07120067 ... -0.5443953  -0.4846659
  0.4853188 ]"
0330296949,"[-0.8776186  -0.3972871   0.03815133 ... -0.52574384 -0.43766257
  0.47331983]"
0062500589,"[-0.86480546 -0.55255103 -0.89722365 ... -0.55733573 -0.46065396
  0.44544813]"
1902852451,"[-0.8676209  -0.3792939  -0.89922684 ... -0.5546449  -0.48368788
  0.4844272 ]"
0486264637,"[-0.84137416 -0.35666642 -0.434539   ... -0.46933448 -0.43552983
  0.48671606]"
0312033273,"[-0.8937227  -0.28407842 -0.6621427  ... -0.5833869  -0.47887102
  0.4851066 ]"
0688153321,"[-0.9482681  -0.33730754 -0.69844085 ... -0.54384834 -0.47100672
  0.5217349 ]"
0399137491,"[-0.85841066 -0.29873475  0.03083986 ... -0.5584182  -0.45421445
  0.4417651 ]"
0964561174,"[-0.88171154 -0.43877926 -0.72046894 ... -0.4027456  -0.43505603
  0.5190861 ]"
0889841098,"[-0.7812453  -0.30370864  0.2471805  ... -0.46933448 -0.43552983
  0.48671606]"
0486278050,"[-0.77610594 -0.2723417  -0.6866412  ... -0.46933448 -0.43552983
  0.48671606]"
0345298055,"[-0.9133074  -0.4257294  -0.8824786  ... -0.5649154  -0.47818217
  0.5126288 ]"
0807070920,"[-0.7494167  -0.23130424  0.14473933 ... -0.5553365  -0.42784172
  0.44534376]"
0933826230,"[-0.870883   -0.36934403 -0.63622904 ... -0.4027456  -0.43505603
  0.5190861 ]"
081956270x,"[-0.76414746 -0.28920153 -0.12153216 ... -0.5811204  -0.47146323
  0.5009726 ]"
0804111472,"[-0.9054224  -0.4918144  -0.9057434  ... -0.04603468 -0.4035997
  0.5536485 ]"
1593080433,"[-0.8449408  -0.40969878 -0.57051384 ... -0.5602325  -0.47572938
  0.5002704 ]"
0394569644,"[-0.7810695  -0.20409304 -0.00743491 ... -0.49204063 -0.46570975
  0.5246827 ]"
0670845213,"[-0.7827674  -0.22051413  0.5420362  ... -0.5798631  -0.4783422
  0.49402487]"
0816514402,"[-0.8563059  -0.34485254 -0.29831663 ... -0.4027456  -0.43505603
  0.5190861 ]"
0786863234,"[-0.8420484  -0.58845747 -0.924381   ... -0.512617   -0.44719544
  0.4810125 ]"
0679411844,"[-0.8756511  -0.36839423 -0.0149985  ... -0.49204063 -0.46570975
  0.5246827 ]"
0670845221,"[-0.7544679  -0.22862156  0.5945044  ... -0.5798631  -0.4783422
  0.49402487]"
038524925X,"[-0.8562591  -0.2775149   0.25770754 ... -0.52866673 -0.43686965
  0.49155256]"
0375703675,"[-0.8652044  -0.40324673 -0.56882316 ... -0.51007897 -0.4466075
  0.4649792 ]"
0671568930,"[-0.791742   -0.15492736  0.15973689 ... -0.46933448 -0.43552983
  0.48671606]"
0451409353,"[-0.9118095  -0.4707622  -0.80000293 ... -0.56737834 -0.47192723
  0.47319072]"
0684814625,"[-0.7453942  -0.20036978  0.2928144  ... -0.46933448 -0.43552983
  0.48671606]"
1559703849,"[-0.9308697  -0.38617122 -0.32753336 ... -0.5649154  -0.47818217
  0.5126288 ]"
0451525140,"[-0.44104344 -0.10166285  0.33807293 ... -0.46933448 -0.43552983
  0.48671606]"
0060184906,"[-0.8898583  -0.37391955 -0.38618034 ... -0.57678795 -0.48100105
  0.5064497 ]"
0451198301,"[-0.7275995  -0.12088991  0.74044645 ... -0.5360456  -0.46403673
  0.4752013 ]"
0890092702,"[-0.7642305  -0.2933595  -0.7708721  ... -0.52866673 -0.43686965
  0.49155256]"
0071358943,"[-0.93554276 -0.5551072  -0.8985498  ... -0.54427916 -0.44617683
  0.507497  ]"
0385425813,"[-0.9174115  -0.44024712 -0.54675835 ... -0.4027456  -0.43505603
  0.5190861 ]"
0553374966,"[-0.88190955 -0.27484357 -0.43439665 ... -0.06591122 -0.38135746
  0.53054136]"
0525946195,"[-0.82495517 -0.27575642  0.30894163 ... -0.52574384 -0.43766257
  0.47331983]"
0399142800,"[-0.85012114 -0.34660918 -0.08359047 ... -0.46933448 -0.43552983
  0.48671606]"
1580173063,"[-0.9329745  -0.6039224  -0.96180767 ... -0.5198706  -0.46459875
  0.5096375 ]"
0375417230,"[-0.79278916 -0.35621428 -0.7332293  ... -0.45654225 -0.43221483
  0.4530258 ]"
0873377206,"[-0.82631564 -0.6719997  -0.99275464 ... -0.54834497 -0.4455728
  0.49476945]"
0873378377,"[-0.9027446  -0.49452895 -0.9188484  ... -0.54834497 -0.4455728
  0.49476945]"
068487069X,"[-0.88445914 -0.5448934  -0.9133425  ... -0.4997047  -0.40669665
  0.43866524]"
0393050424,"[-0.8802024  -0.37588325 -0.39147368 ... -0.46933448 -0.43552983
  0.48671606]"
1931543119,"[-0.8215807  -0.41037622 -0.83425677 ... -0.4997047  -0.40669665
  0.43866524]"
0802116604,"[-0.81482816 -0.36407852 -0.39509735 ... -0.5417692  -0.45123842
  0.47887644]"
0684825910,"[-0.80863416 -0.32872796 -0.20290937 ... -0.46933448 -0.43552983
  0.48671606]"
038042861X,"[-0.8446054  -0.23264216  0.2496436  ... -0.51647323 -0.43499112
  0.49718618]"
0312113102,"[-0.87126356 -0.41422102 -0.5131208  ... -0.46933448 -0.43552983
  0.48671606]"
038070580X,"[-0.87897664 -0.3881448  -0.4457711  ... -0.49204063 -0.46570975
  0.5246827 ]"
0689833806,"[-0.7997031  -0.24554214  0.14283843 ... -0.24405736 -0.44187877
  0.5185339 ]"
0873379756,"[-0.8346223  -0.51945597 -0.9366287  ... -0.54834497 -0.4455728
  0.49476945]"
0061091707,"[-0.80072725 -0.3302898  -0.74123013 ... -0.54384834 -0.47100672
  0.5217349 ]"
067186923X,"[-0.85238636 -0.47342798 -0.78247184 ... -0.54384834 -0.47100672
  0.5217349 ]"
0060975229,"[-0.8040407  -0.3410569  -0.756115   ... -0.45654225 -0.43221483
  0.4530258 ]"
0307104206,"[-0.8636451  -0.21631232 -0.55109775 ... -0.24405736 -0.44187877
  0.5185339 ]"
0060179872,"[-0.87167853 -0.34606487  0.37407172 ... -0.5054487  -0.45430103
  0.52125025]"
0815411839,"[-0.87167853 -0.34606487  0.37407172 ... -0.5054487  -0.45430103
  0.52125025]"
0352333375,"[-0.7544971  -0.1349691   0.42254636 ... -0.56497514 -0.47539926
  0.52548456]"
0151002118,"[-0.9409031  -0.61484    -0.899451   ... -0.52574384 -0.43766257
  0.47331983]"
2253002860,"[-0.7453185  -0.24643701 -0.1994189  ... -0.46933448 -0.43552983
  0.48671606]"
0449000656,"[-0.8332364  -0.24672562  0.39295036 ... -0.54384834 -0.47100672
  0.5217349 ]"
0451121252,"[-0.9259465  -0.49934003 -0.9409505  ... -0.4027456  -0.43505603
  0.5190861 ]"
0671019481,"[-0.934753   -0.359958   -0.23425297 ... -0.44008413 -0.45212632
  0.5553036 ]"
0671795619,"[-0.66768914 -0.20778903  0.34811404 ... -0.51647323 -0.43499112
  0.49718618]"
1567312691,"[-0.8548597  -0.39633274 -0.35560468 ... -0.04603468 -0.4035997
  0.5536485 ]"
0452276195,"[-0.86290765 -0.5184018  -0.74760807 ... -0.569208   -0.4640282
  0.4805581 ]"
1566191696,"[-0.90409786 -0.5805347  -0.8992969  ... -0.5649154  -0.47818217
  0.5126288 ]"
2864970538,"[-0.78960305 -0.30071202 -0.10787751 ... -0.29242522 -0.3694783
  0.46046117]"
0671042432,"[-0.86771584 -0.39365387 -0.68208563 ... -0.52866673 -0.43686965
  0.49155256]"
0671042394,"[-0.8590193  -0.38546255 -0.60143656 ... -0.51647323 -0.43499112
  0.49718618]"
0373871929,"[-0.8215569  -0.24104895  0.34588277 ... -0.56497514 -0.47539926
  0.52548456]"
1561583774,"[-0.693933   -0.14532304 -0.8275507  ... -0.56115764 -0.44221625
  0.43517324]"
0416196500,"[-0.8808468  -0.54135954 -0.8643718  ... -0.04603468 -0.4035997
  0.5536485 ]"
0553230964,"[-0.9478557  -0.48031187 -0.8212658  ... -0.57560706 -0.47975782
  0.5064386 ]"
0747405689,"[-0.8010691  -0.23483583  0.14278108 ... -0.46933448 -0.43552983
  0.48671606]"
0312940181,"[-0.7842962  -0.20953369  0.4636657  ... -0.56967866 -0.4737778
  0.49986354]"
1580050603,"[-0.93540645 -0.5127486  -0.8654936  ... -0.4027456  -0.43505603
  0.5190861 ]"
0380002094,"[-0.93063766 -0.3249894  -0.17434575 ... -0.52866673 -0.43686965
  0.49155256]"
0884114066,"[-0.8172652  -0.34164768  0.20525758 ... -0.54384834 -0.47100672
  0.5217349 ]"
0140390197,"[-0.90168226 -0.37340918 -0.14215277 ... -0.52574384 -0.43766257
  0.47331983]"
1855859939,"[-0.80272186 -0.5767777  -0.9876842  ... -0.4997047  -0.40669665
  0.43866524]"
1855858274,"[-0.838983   -0.45698112 -0.9436507  ... -0.5536737  -0.44072032
  0.46894947]"
1580050301,"[-0.6806833  -0.4589135  -0.9376563  ... -0.54814696 -0.4754436
  0.47711703]"
2715222793,"[-0.8079278  -0.51819485 -0.95364237 ... -0.5324598  -0.46023044
  0.47566018]"
0806962038,"[-0.90145075 -0.4382936  -0.8847555  ... -0.4997047  -0.40669665
  0.43866524]"
2020258390,"[-0.83061713 -0.3288118  -0.11202425 ... -0.46933448 -0.43552983
  0.48671606]"
0441010105,"[-0.8028657  -0.41316065 -0.57526934 ... -0.5789285  -0.4854476
  0.53004473]"
0425194507,"[-0.880685   -0.39665234 -0.08870323 ... -0.5443953  -0.4846659
  0.4853188 ]"
2020347105,"[-0.7558131  -0.19693017  0.09435116 ... -0.46933448 -0.43552983
  0.48671606]"
2266121235,"[-0.79882777 -0.13503285  0.5574254  ... -0.5500408  -0.4691263
  0.5238743 ]"
0553254049,"[-0.81253487 -0.41030326 -0.77498287 ... -0.56128776 -0.45695648
  0.508845  ]"
0552141275,"[-0.89113045 -0.28129807 -0.23627694 ... -0.5715631  -0.46387953
  0.49716848]"
